tic,datafqtr,cshoq,cshtrq,capxy,niq,xoprq,teqq,atq,epsfiq,cogsq,Debt_to_TA,NI_to_Asset,ROA,Revenue_growth,NI_growth,Current_ratio,MVA,CFROI,EBITDA_growth,EBITDA_margin,conm,EBITDA,SALE PRICE,Real GDP SA(billion),M2 SA(billion),M2-M1 Growth Gap(%),M2V,Prime Rate(%)
MAYS,2013Q1,2.016,15482.0,0.228,0.501,2.845,43.225,55.824,0.25,2.001,-0.7563950988822012,0.00897463456577816,0.009010062135258836,-0.01363743240065829,0.1283783783783783,2.1267465069860276,0.6120000000000019,0.02653880463871543,-0.05263157894736836,0.3218116805721096,MAYS (J.W.) INC,0.138,778371.4474596151,17662.4,10529.033333333333,0.1724729699606797,1.581,3.25
MAYS,2013Q2,2.016,4175.0,0.528,-0.011,3.405,43.238,56.221,-0.01,2.452,-0.7512851069884919,-0.0001963496809317685,-0.0001963496809317685,-0.021454112038140627,-1.0219560878243512,1.433432352146908,-3.9927999999999955,0.03554597835761465,-0.4814814814814815,0.17052375152253346,MAYS (J.W.) INC,0.381,848565.9195666893,17709.671,10642.466666666667,-0.6405504165002629,1.572,3.25
MAYS,2013Q3,2.016,10630.0,1.942,0.073,3.031,43.335,56.623,0.04,2.154,-0.7476643766667256,0.0012984087082315552,0.0012938215589663607,-0.09768574908647998,-7.636363636363637,1.1965669988925802,-4.0458,0.05699936751281495,-0.03857142857142848,0.18169546436285097,MAYS (J.W.) INC,0.098,847684.5743637836,17860.45,10790.366666666669,-0.3283019090282391,1.571,3.25
MAYS,2013Q4,2.016,26047.0,3.328,0.101,3.124,43.424,56.694,0.05,2.214,-0.7482978798461918,0.0017926713465446706,0.0017826098467132027,0.049676025917926525,0.38356164383561664,1.4277227722772277,3.8813999999999993,0.05251233088735769,0.13521545319465078,0.19650205761316875,MAYS (J.W.) INC,0.261,1177468.4835487162,18016.147,11001.633333333331,-1.4943082194357693,1.563,3.25
MAYS,2014Q1,2.016,11189.0,1.439,0.436,3.07,43.785,56.729,0.22,2.152,-0.754199791993513,0.007685663417299794,0.007688035054618552,0.08513374485596725,3.3168316831683162,1.614662494412159,6.285000000000004,0.02693751379995584,0.5039267015706805,0.27233941692344155,MAYS (J.W.) INC,0.108,981631.9192982456,17953.974,11173.3,-1.5790229274862178,1.539,3.25
MAYS,2014Q2,2.016,17523.0,1.555,-0.057,3.689,43.712,57.67,-0.03,2.5,-0.7406277093809607,-0.000996512207274539,-0.000996512207274539,-0.06186300071106898,-1.1307339449541285,1.5060784994789858,26.683,0.03258818406154739,-0.7658833768494343,0.06796361798888327,MAYS (J.W.) INC,0.132,1168208.0086043787,18185.911,11325.4,-0.8733900519600324,1.547,3.25
MAYS,2014Q3,2.016,93301.0,2.263,0.218,3.449,43.961,57.8,0.11,2.436,-0.7432698961937716,0.003797931463016626,0.003775872521001126,0.07832238504295086,-4.824561403508772,1.4535967200894522,51.62200000000001,0.04223995347061924,2.044609665427509,0.19189315838800375,MAYS (J.W.) INC,0.102,1153408.3389537972,18406.941,11468.2,-0.0379582144761858,1.552,3.25
MAYS,2014Q4,2.016,101408.0,3.551,0.142,3.676,44.109,61.177,0.07,2.54,-0.7046602481324681,0.0024338406691347867,0.002387015977878077,0.04381443298969079,-0.3486238532110092,1.7632282202031,70.8339,0.07133676646913197,-0.04884004884004878,0.17485970819304153,MAYS (J.W.) INC,0.095,1268071.8727289755,18500.031,11632.533333333333,-1.3824430412962885,1.54,3.25
MAYS,2015Q1,2.016,37293.0,0.405,0.439,3.307,44.59,61.248,0.22,2.324,-0.71169670846395,0.007167580982236155,0.0071717377986522364,0.04219977553310872,2.091549295774648,1.8643035170312932,50.073,0.021642653048817555,0.7150192554557124,0.28774499246177043,MAYS (J.W.) INC,0.121,1421047.3972901881,18666.621,11866.033333333333,-0.945337215166675,1.522,3.25
MAYS,2015Q2,2.016,17856.0,0.872,0.329,3.611,44.906,62.398,0.16,2.471,-0.7036443475752427,0.0053216440483315275,0.0053216440483315275,0.013138057290544847,-0.2505694760820045,1.9992080253431892,55.585,0.020477524979343593,-0.18188622754491024,0.23235544217687076,MAYS (J.W.) INC,0.119,1172620.6691850328,18782.243,11969.4,0.7174732932022865,1.527,3.25
MAYS,2015Q3,2.016,32793.0,1.398,0.422,3.506,45.346,62.365,0.21,2.588,-0.7110719153371281,0.006806049104622845,0.006764826110305138,0.007440476190476275,0.2826747720364742,2.143924159724217,42.8415,0.04236299707988184,0.1280878316559928,0.2601814728845748,MAYS (J.W.) INC,-0.033,1196071.5105478126,18857.418,12099.233333333332,0.0664574936139139,1.521,3.25
MAYS,2015Q4,2.016,30280.0,2.456,1.019,3.577,46.385,66.436,0.51,2.275,-0.6831386597627791,0.016145963311110845,0.015822858518179203,0.01793627347541671,1.4146919431279619,2.6000494682166706,53.77680000000001,0.06564125474678494,0.01135442011354404,0.25849917081260365,MAYS (J.W.) INC,0.009,1281596.9892533692,18892.206,12290.766666666668,0.3571472247114515,1.5,3.290322580645161
MAYS,2016Q1,2.016,37783.0,0.821,0.401,3.459,46.767,66.465,0.2,2.408,-0.688587978635372,0.006033250583013616,0.006034567083769121,-0.052860696517412875,-0.6064769381746811,2.665811088295688,58.876999999999995,0.020673488491171364,-0.1098636728147554,0.2429415627051871,MAYS (J.W.) INC,-0.01,1177307.1113675174,19001.69,12571.066666666666,0.0117995761075073,1.474,3.5
MAYS,2016Q2,2.016,17119.0,1.257,0.223,3.83,46.955,66.499,0.11,2.572,-0.6910630235041129,0.0033542913871423847,0.0033542913871423847,0.008316918362880399,-0.44389027431421446,2.1369539551357732,58.1958,0.02594742783422029,-0.30000000000000004,0.16865639244627736,MAYS (J.W.) INC,0.072,1336356.476215552,19062.709,12772.8,-1.285503976388025,1.465,3.5
MAYS,2016Q3,2.016,14496.0,2.254,0.451,3.541,47.45,66.448,0.22,2.509,-0.6990428605827114,0.006784947746374341,0.006784658548143245,0.014977208595615465,1.022421524663677,2.217458907152377,51.711999999999996,0.05071688075775269,0.46074646074646086,0.24272882805816937,MAYS (J.W.) INC,0.02,999489.5267452007,19197.938,12965.933333333334,-0.4828910554881549,1.457,3.5
MAYS,2016Q4,2.016,119872.0,2.509,0.443,3.306,47.971,63.545,0.22,2.313,-0.7391769612085922,0.006738744357442472,0.006815751617394783,0.011762189905902387,-0.0177383592017738,1.613284804367607,42.217000000000006,0.0670603763368079,0.2555066079295154,0.30120481927710846,MAYS (J.W.) INC,-0.014,1111994.4043692541,19304.352,13171.533333333333,0.0460635063025849,1.449,3.545081967213114
MAYS,2017Q1,2.016,31635.0,0.516,0.462,3.612,48.389,63.877,0.23,2.527,-0.7418789235562097,0.0072326502496986396,0.007251495032255027,0.01099133375607697,0.04288939051918739,1.8109082172032678,39.817,0.022718883183999464,-0.17824561403508776,0.24482542337445118,MAYS (J.W.) INC,-0.386,993844.7319577826,19398.343,13365.566666666666,-0.9240006500278451,1.443,3.7983870967741935
MAYS,2017Q2,2.016,11303.0,1.081,0.324,3.759,48.77,63.395,0.16,2.555,-0.7535294581591608,0.005091457665472374,0.005091457665472374,0.008781099728204067,-0.2987012987012987,2.1603654694391934,32.437000000000005,0.03355266462403938,-0.08966695132365499,0.22093264248704664,MAYS (J.W.) INC,0.001,1082544.3863837312,19506.949000000004,13526.633333333331,-1.0648065244442728,1.437,4.046153846153846
MAYS,2017Q3,2.016,9741.0,1.635,0.606,3.604,49.415,64.032,0.3,2.512,-0.7561063218390804,0.00950319909672563,0.009511328054493945,0.026321243523315996,0.8703703703703702,2.311103100216294,25.477599999999995,0.05650365226505946,0.26454033771106933,0.2722132471728595,MAYS (J.W.) INC,-1.456,926240.3432822403,19660.766,13671.0,-0.7797765188628958,1.44,4.25
MAYS,2017Q4,2.016,21334.0,2.103,0.534,3.715,50.0,64.849,0.27,2.479,-0.7556014741938966,0.008338766284212951,0.008286714100604433,0.007673667205169599,-0.1188118811881187,2.604818410643653,20.189999999999998,0.0641518249115939,-0.05415430267062327,0.25551102204408815,MAYS (J.W.) INC,-0.216,1046993.903316931,19882.352,13823.666666666666,-0.2563085866043479,1.449,4.294354838709677
MAYS,2018Q1,2.016,10886.0,1.025,0.395,3.668,50.464,65.117,0.2,2.538,-0.7596173042369887,0.006066004269238447,0.006078512841820169,-0.0410821643286573,-0.26029962546816476,2.966666666666667,24.701199999999993,0.021884216668132006,-0.12392156862745096,0.23343782654127482,MAYS (J.W.) INC,-0.195,1170127.0065268297,20044.077,13926.166666666666,-0.2669601281311662,1.46,4.528225806451613
MAYS,2018Q3,2.015,34984.0,1.831,0.318,3.981,53.21,65.502,0.16,2.919,-0.7970748984763825,0.004864641602374191,0.004855258336386955,0.01314691151919889,-0.8704156479217604,3.5581936685288635,18.05899999999999,0.04584182987938857,0.693798449612403,0.18002059732234807,MAYS (J.W.) INC,-0.255,1059250.7721664826,20276.154,14189.133333333331,0.2076820502577847,1.466,5.007936507936508
MAYS,2018Q4,2.016,81855.0,3.084,-0.193,3.747,53.093,66.562,-0.09,2.582,-0.7826237192392056,-0.002939037807751903,-0.002922825296825782,0.0028836251287331915,-1.6069182389937107,3.08017908017908,21.375799999999998,0.05021825566647733,0.2837528604118995,0.23043746149106595,MAYS (J.W.) INC,-0.158,1286725.6458312972,20304.874,14294.933333333334,-0.3447157313793969,1.463,5.278225806451613
MAYS,2019Q1,2.016,122629.0,0.822,-0.079,4.084,53.014,67.155,-0.04,2.976,-0.7745365199910654,-0.0011763829945648128,-0.0011815999461549393,0.05997124666255904,-0.5906735751295337,2.4056454170631145,22.399,0.02750582750582751,-0.040106951871657914,0.2086804882774656,MAYS (J.W.) INC,-0.161,1182763.2368448419,20431.641,14484.5,0.6678631100625054,1.458,5.5
MAYS,2019Q2,2.016,77875.0,1.7,0.294,4.423,53.308,67.026,0.15,3.117,-0.7804135708531018,0.004382140541507367,0.004382140541507367,0.031195504747142166,-4.7215189873417724,2.577272727272727,21.136000000000003,0.016731769310535716,-0.16527390900649952,0.16892145809845924,MAYS (J.W.) INC,-0.086,1505876.5066833564,20602.275,14659.433333333334,-0.1819015127323853,1.46,5.5
MAYS,2019Q3,2.016,19998.0,3.064,0.656,4.156,53.964,67.873,0.32,3.02,-0.7803397521842264,0.00973997050293486,0.009725794853927754,-0.008643367155204862,1.231292517006803,0.8429880015481873,20.224800000000002,0.0542140321486977,0.24582869855394884,0.2122820318423048,MAYS (J.W.) INC,-0.039,1449060.8816996848,20843.322,14939.866666666669,0.2269260904127046,1.454,5.307692307692308
MAYS,2019Q4,2.016,37829.0,4.297,0.644,4.063,54.608,68.789,0.32,2.78,-0.7793106455974065,0.00951104514423485,0.009424712063338747,0.01990144048521625,-0.018292682926829285,0.8645859551975837,16.073,0.056185951871087374,0.17678571428571432,0.24493588552313697,MAYS (J.W.) INC,-0.065,1423572.2642724281,20985.448,15264.066666666666,-0.1473515065297581,1.437,4.834677419354839
MAYS,2020Q1,2.016,42784.0,1.446,0.129,4.465,54.737,85.762,0.06,3.249,-0.6265828688696625,0.0015041626827732562,0.0016693518644330999,-0.06411447686303673,-0.7996894409937888,1.66650136374907,-4.621299999999991,0.02693910808862703,-0.5667678300455236,0.11338363780778396,MAYS (J.W.) INC,-0.078,1553069.2605383706,20693.238,15625.866666666669,-0.8632501803911286,1.39,4.395161290322581
MAYS,2020Q2,2.016,13294.0,3.42,-0.058,4.879,54.679,88.103,-0.02,3.568,-0.6092755070769441,-0.0006671843096655451,-0.0006671843096655451,0.0005957108816521117,-1.449612403100775,1.1548869143780292,-18.363999999999997,0.029254698871553214,-0.7197898423817863,0.03175233181186744,MAYS (J.W.) INC,-0.063,1116661.6523939923,19056.617,17666.766666666666,-193.6383215226967,1.128,3.25
MAYS,2020Q3,2.016,37174.0,5.439,-0.585,5.201,54.094,101.213,-0.29,3.43,-0.5245768824162904,-0.006380008579384757,-0.0061801432525512906,0.017860686644175505,9.086206896551722,1.6512383272431994,-49.084,0.03419407108876747,-1.45,-0.014037824137258728,MAYS (J.W.) INC,-0.052,1213428.4218484333,20548.793,18419.63333333333,-30.880825336942586,1.177,3.25
MAYS,2020Q4,2.016,10773.0,6.362,-0.392,4.565,53.702,100.42,-0.2,3.778,-0.5248157737502489,-0.004175787887019372,-0.0038882524189988747,-0.15617079352700314,-0.32991452991452985,1.6512383272431994,-48.32869999999999,0.03419407108876747,2.291666666666665,-0.0547597042513863,MAYS (J.W.) INC,-0.273,1271328.3096547069,20771.691,18954.533333333333,-1.045805448183712,1.164,3.25
MAYS,2021Q1,2.016,20740.0,0.529,-0.415,4.751,53.287,99.002,-0.21,3.582,-0.528140845639482,-0.00419183450839377,-0.004162028261676244,0.11714417744916816,0.058673469387755084,1.6512383272431994,-43.430200000000006,0.03419407108876747,-1.3544303797468356,0.017373319544984493,MAYS (J.W.) INC,-0.041,855158.0054728026,21058.379,19593.266666666663,-0.8694004364182328,1.156,3.25
MAYS,2021Q2,2.016,12313.0,1.494,-0.055,4.93,53.233,99.211,-0.02,3.586,-0.5264839584320287,-0.0005549585546861205,-0.0005549585546861205,0.04384694932781796,-0.8674698795180723,1.6512383272431994,-32.4278,0.03419407108876747,0.39285714285714235,0.023182088369328314,MAYS (J.W.) INC,-0.039,1329110.84490085,21389.005,20354.1,-0.6531105624953293,1.148,3.25
ARL,2010Q4,11.467,164487.0,62.896,-60.075,67.459,100.235,1557.275,-5.35,11.115,-0.06372349135509142,-0.03514706112502481,-0.03667877997494304,-0.33218573182049516,5.666111850865513,,-826.2763,,-6.785009609224856,-2.0241179898686514,AMERICAN REALTY INVESTORS,1.537,956586.9998710509,16960.864,8793.633333333333,-2.661273632986383,1.741,3.25
ARL,2011Q1,11.525,619135.0,15.687,-9.202,27.183,89.837,1495.633,-0.86,18.782,-0.05939759285867589,-0.00615257887463034,-0.006028350674176883,0.24812839019141975,-0.8468248023304203,,-1252.473,,-1.0145951452870305,0.023669276632425826,AMERICAN REALTY INVESTORS,3.2199999999999998,607552.9614517713,16920.632,8907.066666666668,-1.784149469337759,1.724,3.25
ARL,2011Q2,11.525,1142326.0,33.367,14.433,23.005,102.679,1401.351,0.8,18.869,-0.07255783882838775,0.0099641558255068,0.0099641558255068,0.09579053228934709,-2.5684633775266246,,-1173.3577,,10.38694992412747,0.24596020846307645,AMERICAN REALTY INVESTORS,2.706,838158.6634436401,17035.114,9103.266666666668,-1.1662795390406933,1.709,3.25
ARL,2011Q3,11.525,233652.0,45.649,0.353,22.872,97.284,1324.131,-0.03,19.231,-0.07271485978351085,0.0002508815798669309,0.0002590367501968459,-0.011832573994559059,-0.9755421603270283,,-1082.3305,,-0.03038379530916846,0.2413427093007828,AMERICAN REALTY INVESTORS,-5.713,914435.7203404065,17031.313,9469.7,-3.375601293609054,1.652,3.25
ARL,2011Q4,11.525,429226.0,54.503,-5.294,57.06,95.257,1235.471,-0.52,15.247,-0.07629236137473078,-0.0038808148538298486,-0.004136580609016558,0.025905532705320367,-15.997167138810198,,-773.0882,,-4.591396371632765,-0.8448705098774614,AMERICAN REALTY INVESTORS,1.299,805666.7484053862,17222.583,9628.433333333332,-2.2522677261722857,1.645,3.25
ARL,2012Q1,11.525,330375.0,3.719,-6.3,18.38,86.122,1181.654,-0.59,15.522,-0.07203631519886532,-0.005331509900529258,-0.005212804468118115,-0.031071162986194167,0.19002644503211186,,-961.2025,,-1.4434579618078145,0.38667912439935936,AMERICAN REALTY INVESTORS,3.56,714142.7318070319,17367.01,9799.633333333331,-0.7002381344801467,1.64,3.25
ARL,2012Q2,11.525,513943.0,13.821,4.663,16.845,91.27,1160.245,0.35,15.93,-0.0778025330856845,0.003982238345889383,0.003982238345889383,0.06800587293112659,-1.7401587301587302,,-928.3039,,0.3083362098722815,0.47369243266887456,AMERICAN REALTY INVESTORS,0.6289999999999999,812505.4801493215,17444.525,9951.933333333332,-0.4363072787925137,1.629,3.25
ARL,2012Q3,11.525,290188.0,15.945,0.564,17.441,91.211,1133.59,0.0,16.109,-0.0795799186654787,0.00048683796726158534,0.0004917528941706792,-0.061082297069299574,-0.8790478232897276,,-895.5519999999999,,-0.16826066882131785,0.41961997936840706,AMERICAN REALTY INVESTORS,-1.218,754703.949434144,17469.65,10139.566666666668,-2.353169378929976,1.609,3.25
ARL,2012Q4,11.525,189875.0,16.984,-4.512,10.561,85.104,1135.345,-0.45,7.285,-0.0740779234505811,-0.003914259329223303,-0.003977196349829325,-0.5782835845728928,-9.0,,-710.9927,,-0.8325138778747025,0.16665351534758938,AMERICAN REALTY INVESTORS,0.32399999999999995,1136943.9762338412,17489.852,10369.666666666666,-1.5049256914316578,1.584,3.25
ARL,2013Q1,11.525,190985.0,1.15,0.374,14.545,84.398,1090.419,-0.02,12.533,-0.07648252644167057,0.00034298742043196236,0.0003360643805902153,0.8761145742918015,-1.0828900709219857,,-860.1850000000001,,3.370738636363636,0.38824865410497983,AMERICAN REALTY INVESTORS,1.774,778371.4474596151,17662.4,10529.033333333333,0.1724729699606797,1.581,3.25
ARL,2013Q2,11.525,781594.0,3.81,8.354,14.165,94.19,1058.613,0.67,12.133,-0.08803028113200952,0.0077746631971976204,0.0077746631971976204,-0.09332940780619114,21.336898395721924,,-814.5135,,-0.1992200194995125,0.34290485689103306,AMERICAN REALTY INVESTORS,1.099,848565.9195666893,17709.671,10642.466666666667,-0.6405504165002629,1.572,3.25
ARL,2013Q3,11.525,758093.0,7.103,-6.426,16.018,86.165,1065.376,-0.62,14.151,-0.07993891358543839,-0.005997371833320474,-0.006050878794570029,0.08122651574894468,-1.7692123533636583,,-814.9085,,-0.0137987012987012,0.3127681482752703,AMERICAN REALTY INVESTORS,-0.8310000000000001,847684.5743637836,17860.45,10790.366666666669,-0.3283019090282391,1.571,3.25
ARL,2013Q4,11.525,286746.0,9.316,38.974,35.744,134.861,943.322,3.33,33.736,-0.14190382499295043,0.03749546026317244,0.038805236028512,0.35378410846061437,-7.065048241518829,,-578.5759,,-1.5747599451303156,-0.13278823603980477,AMERICAN REALTY INVESTORS,0.29800000000000004,1177468.4835487162,18016.147,11001.633333333331,-1.4943082194357693,1.563,3.25
ARL,2014Q1,11.525,504086.0,4.907,3.55,14.644,138.536,940.156,0.25,12.66,-0.14629061559996426,0.0037759690944907014,0.0037696219440842946,-0.26234391836217275,-0.9089136347308462,,-695.5815,,-3.0601431980906924,0.3708540986423784,AMERICAN REALTY INVESTORS,1.514,981631.9192982456,17953.974,11173.3,-1.5790229274862178,1.539,3.25
ARL,2014Q2,11.525,606503.0,7.363,1.518,15.592,139.893,922.225,0.08,12.396,-0.1506064138361029,0.0016301712700032916,0.0016301712700032916,0.0973534971644614,-0.5723943661971831,,-707.3879000000001,,0.1526876737720111,0.38955445932190114,AMERICAN REALTY INVESTORS,1.145,1168208.0086043787,18185.911,11325.4,-0.8733900519600324,1.547,3.25
ARL,2014Q3,14.028,319474.0,29.264,-1.319,14.395,144.8,935.986,-0.13,12.805,-0.15363477658853872,-0.001414038973444155,-0.0014196450241657163,-0.043457834155508634,-1.8689064558629775,,-728.7295,,0.008743718592964855,0.41081368696791093,AMERICAN REALTY INVESTORS,-1.2730000000000001,1153408.3389537972,18406.941,11468.2,-0.0379582144761858,1.552,3.25
ARL,2014Q4,14.028,228990.0,95.665,27.136,20.387,179.588,965.498,1.91,16.875,-0.18496982904159304,0.028838441336232836,0.028541917786318476,0.07301899148657509,-21.57316148597422,,-648.6381,,-0.41924877951579154,0.22234513274336282,AMERICAN REALTY INVESTORS,1.0979999999999999,1268071.8727289755,18500.031,11632.533333333333,-1.3824430412962885,1.54,3.25
ARL,2015Q1,14.028,118497.0,5.226,3.34,16.451,181.705,945.688,0.17,14.25,-0.1910831056331475,0.0035318202197765014,0.003495211873674252,0.08304089105889534,-0.8769162735849056,,-743.7151,,1.0487219077028649,0.42059662592892616,AMERICAN REALTY INVESTORS,1.095,1421047.3972901881,18666.621,11866.033333333333,-0.945337215166675,1.522,3.25
ARL,2015Q2,15.514,217975.0,116.916,1.167,15.252,185.4,1076.618,0.05,13.655,-0.17127709178185765,0.0011541280103011117,0.0011541280103011117,0.013489240305709194,-0.6505988023952096,,-880.7011,,0.13247362250879258,0.4699749791492911,AMERICAN REALTY INVESTORS,0.732,1172620.6691850328,18782.243,11969.4,0.7174732932022865,1.527,3.25
ARL,2015Q3,15.514,375440.0,147.205,-5.162,19.171,178.664,1087.111,-0.35,17.754,-0.16342765366186154,-0.004980354838222085,-0.0047713923508905225,0.10425354462051706,-5.423307626392459,,-857.096,,-0.0679532682638273,0.3966830312185297,AMERICAN REALTY INVESTORS,-2.991,1196071.5105478126,18857.418,12099.233333333332,0.0664574936139139,1.521,3.25
ARL,2015Q4,15.514,134597.0,239.143,-1.305,25.588,176.889,1117.368,-0.11,18.61,-0.15741367212950436,-0.001234981197292978,-0.0011839532152494987,0.00443731117824786,-0.747191011235955,,-891.1573999999999,,-0.49789765965886557,0.1982955791584422,AMERICAN REALTY INVESTORS,-0.7789999999999999,1281596.9892533692,18892.206,12290.766666666668,0.3571472247114515,1.5,3.290322580645161
ARL,2016Q1,15.514,193656.0,10.769,-3.205,20.051,172.657,1107.267,-0.24,18.026,-0.15502764915779121,-0.0028945141506068546,-0.0028813715508386765,0.08080333364664605,1.455938697318008,,-898.5400000000001,,1.2823510823194817,0.41874420222634506,AMERICAN REALTY INVESTORS,-0.03500000000000003,1177307.1113675174,19001.69,12571.066666666666,0.0117995761075073,1.474,3.5
ARL,2016Q2,15.514,550247.0,65.961,2.489,20.344,175.957,1131.675,0.16,17.932,-0.15460003976406653,0.0022233715746097934,0.0022233715746097934,0.03264146567717985,-1.7765990639625584,,-895.3791,,0.05766701280719966,0.42889225759362193,AMERICAN REALTY INVESTORS,0.25099999999999995,1336356.476215552,19062.709,12772.8,-1.285503976388025,1.465,3.5
ARL,2016Q3,15.514,770553.0,80.539,-3.754,20.247,170.734,1139.396,-0.26,18.487,-0.14896840080182835,-0.0033335918430897086,-0.003305929228984915,0.00440738869238122,-2.5082362394535958,,-881.0006999999999,,0.016625212724178606,0.43410939377847335,AMERICAN REALTY INVESTORS,-2.634,999489.5267452007,19197.938,12965.933333333334,-0.4828910554881549,1.457,3.5
ARL,2016Q4,15.514,176430.0,112.206,1.738,20.602,176.131,1174.909,0.09,19.68,-0.1490592037340764,0.0015268225071031725,0.0015019627922853726,-0.04360099499706538,-1.4629728289824189,,-804.2896,,-0.12329384496523299,0.39793681872643855,AMERICAN REALTY INVESTORS,1.558,1111994.4043692541,19304.352,13171.533333333333,0.0460635063025849,1.449,3.545081967213114
ARL,2017Q1,15.514,246541.0,17.086,-5.711,21.014,169.882,1213.725,-0.39,18.983,-0.13914354569610085,-0.004705349234793714,-0.004781812533858264,0.07001957976562734,-4.28596087456847,,-949.7713999999999,,0.14570022765660573,0.42608220674586916,AMERICAN REALTY INVESTORS,0.552,993844.7319577826,19398.343,13365.566666666666,-0.9240006500278451,1.443,3.7983870967741935
ARL,2017Q2,15.514,126951.0,40.628,-10.895,20.356,158.144,1232.736,-0.72,18.356,-0.12747579368169665,-0.008906743250760995,-0.008906743250760995,0.0008466475488186909,0.9077219401155663,,-958.3449999999999,,0.04416383565156079,0.4445232767559897,AMERICAN REALTY INVESTORS,0.633,1082544.3863837312,19506.949000000004,13526.633333333331,-1.0648065244442728,1.437,4.046153846153846
ARL,2017Q3,15.514,125213.0,58.336,9.362,20.024,167.756,1232.564,0.59,18.258,-0.1352919604986029,0.007634087835771706,0.007595018861801809,-0.0165911695683022,-1.8592932537861406,,-975.7498999999999,,-0.01694290976058932,0.44436428214662305,AMERICAN REALTY INVESTORS,-0.03199999999999997,926240.3432822403,19660.766,13671.0,-0.7797765188628958,1.44,4.25
ARL,2017Q4,15.514,125992.0,115.177,-1.187,21.72,165.883,1296.72,-0.09,19.826,-0.12715389598371277,-0.0009542289647077976,-0.0009386055500291783,-0.004855985348798386,-1.1267891476180303,,-887.1231,,-0.11683526913950282,0.3943618771435742,AMERICAN REALTY INVESTORS,1.23,1046993.903316931,19882.352,13823.666666666666,-0.2563085866043479,1.449,4.294354838709677
ARL,2018Q1,15.997,204589.0,20.75,-0.66,19.774,167.097,1312.323,-0.06,17.433,-0.12656716372417462,-0.0005029249658811131,-0.0005059326350696405,0.009173800295569245,-0.4439764111204718,,-892.2361000000001,,0.1608569610407975,0.4536361626878868,AMERICAN REALTY INVESTORS,0.6950000000000001,1170127.0065268297,20044.077,13926.166666666666,-0.2669601281311662,1.46,4.528225806451613
ARL,2018Q2,15.997,640931.0,50.177,5.854,21.486,173.167,1349.104,0.35,18.532,-0.12761581019699,0.004399143767610384,0.004399143767610384,0.00820623342175053,-9.86969696969697,,-979.8144000000001,,-0.08618589353148975,0.4111650086327387,AMERICAN REALTY INVESTORS,0.622,1106615.900174488,20150.476,14051.133333333331,0.6434192116512083,1.465,4.796875
ARL,2018Q3,15.997,183814.0,70.255,20.351,21.326,193.339,1402.438,1.21,19.264,-0.13714616974155006,0.015023382912572145,0.014792432752253098,0.07207651621036493,2.4764263751281175,,-1051.1478,,0.18596280743851223,0.4548429152074439,AMERICAN REALTY INVESTORS,0.40199999999999997,1059250.7721664826,20276.154,14189.133333333331,0.2076820502577847,1.466,5.007936507936508
ARL,2018Q4,15.997,133767.0,95.613,148.154,21.815,321.127,826.149,9.26,16.464,-0.3874930551268597,0.12118901909074288,0.13295778894878235,-0.21263324727114707,6.279937103827822,,-499.21119999999996,,-0.4949699319957286,0.2917437745527743,AMERICAN REALTY INVESTORS,-0.758,1286725.6458312972,20304.874,14294.933333333334,-0.3447157313793969,1.463,5.278225806451613
ARL,2019Q1,15.997,110545.0,14.016,-6.147,10.555,314.578,814.813,-0.38,7.95,-0.3848465844310289,-0.007544062257229573,-0.007491946797061724,-0.41294113827473133,-1.0414906111208608,,-562.9033,,-0.16236367683062547,0.4162703240791948,AMERICAN REALTY INVESTORS,-0.641,1182763.2368448419,20431.641,14484.5,0.6678631100625054,1.458,5.5
ARL,2019Q2,15.997,153091.0,23.02,-2.778,12.778,310.666,817.553,-0.17,8.651,-0.3787717738177219,-0.003403648446488104,-0.003403648446488104,-0.031025329056520334,-0.5480722303562713,,-536.9959000000001,,-0.3698684734954165,0.27070372695622397,AMERICAN REALTY INVESTORS,-0.634,1505876.5066833564,20602.275,14659.433333333334,-0.1819015127323853,1.46,5.5
ARL,2019Q3,15.997,352961.0,33.437,-7.571,10.393,298.461,832.362,-0.47,9.409,-0.3573697501808108,-0.009215215634341802,-0.009177442474309282,0.0423491809828207,1.7253419726421884,,-523.0061,,0.6592873708623233,0.43092591578601536,AMERICAN REALTY INVESTORS,-0.509,1449060.8816996848,20843.322,14939.866666666669,0.2269260904127046,1.454,5.307692307692308
ARL,2019Q4,15.997,297168.0,37.152,0.538,12.273,296.516,830.641,0.03,8.9,-0.3557686172486068,0.0006530376416116071,0.0006470222843855363,0.003121064447243027,-1.0710606260731739,,-442.3944,,-0.23163913595933916,0.33007641921397385,AMERICAN REALTY INVESTORS,-0.327,1423572.2642724281,20985.448,15264.066666666666,-0.1473515065297581,1.437,4.834677419354839
ARL,2020Q1,15.997,161893.0,9.742,2.946,12.974,300.904,815.071,0.18,8.682,-0.3679483137051864,0.003614409051481405,0.003580213305851814,-0.06135371179039295,4.4758364312267656,,-618.8526999999999,,-0.3018025467173805,0.24552221446848105,AMERICAN REALTY INVESTORS,0.159,1553069.2605383706,20693.238,15625.866666666669,-0.8632501803911286,1.39,4.395161290322581
