tic,datafqtr,cshoq,cshtrq,capxy,oiadpq,niq,xoprq,teqq,atq,epsfiq,cshoq,cshtrq,capxy,oiadpq,niq,xoprq,teqq,atq,epsfiq,gmrmexpq,gmrmrevq,hbinvfhq,hbinvludq,hbinvtq,hbloq,conm,revtq,sentiment_x,sentiment_y,SALE PRICE,Real GDP SA(billion),M2 SA(billion),M2-M1 Growth Gap(%),M2V,Prime Rate(%)
MAYS,2018Q3,2.015,0.318,2.015,3.981,34984.0,3.981,34984.0,53.21,1.831,53.21,1.831,65.502,0.431,65.502,0.431,0.16,0.318,0.16,2.015,0.318,2.015,3.981,34984.0,3.981,34984.0,53.21,1.831,53.21,1.831,65.502,0.431,65.502,0.431,0.16
MAYS,2018Q4,2.016,-0.193,2.016,3.747,81855.0,3.747,81855.0,53.093,3.084,53.093,3.084,66.562,0.657,66.562,0.657,-0.09,-0.193,-0.09,2.016,-0.193,2.016,3.747,81855.0,3.747,81855.0,53.093,3.084,53.093,3.084,66.562,0.657,66.562,0.657,-0.09
MAYS,2019Q1,2.016,-0.079,2.016,4.084,122629.0,4.084,122629.0,53.014,0.822,53.014,0.822,67.155,0.611,67.155,0.611,-0.04,-0.079,-0.04,2.016,-0.079,2.016,4.084,122629.0,4.084,122629.0,53.014,0.822,53.014,0.822,67.155,0.611,67.155,0.611,-0.04
MAYS,2019Q2,2.016,0.294,2.016,4.423,77875.0,4.423,77875.0,53.308,1.7,53.308,1.7,67.026,0.426,67.026,0.426,0.15,0.294,0.15,2.016,0.294,2.016,4.423,77875.0,4.423,77875.0,53.308,1.7,53.308,1.7,67.026,0.426,67.026,0.426,0.15
MAYS,2019Q3,2.016,0.656,2.016,4.156,19998.0,4.156,19998.0,53.964,3.064,53.964,3.064,67.873,0.645,67.873,0.645,0.32,0.656,0.32,2.016,0.656,2.016,4.156,19998.0,4.156,19998.0,53.964,3.064,53.964,3.064,67.873,0.645,67.873,0.645,0.32
MAYS,2019Q4,2.016,0.644,2.016,4.063,37829.0,4.063,37829.0,54.608,4.297,54.608,4.297,68.789,0.771,68.789,0.771,0.32,0.644,0.32,2.016,0.644,2.016,4.063,37829.0,4.063,37829.0,54.608,4.297,54.608,4.297,68.789,0.771,68.789,0.771,0.32
MAYS,2020Q1,2.016,0.129,2.016,4.465,42784.0,4.465,42784.0,54.737,1.446,54.737,1.446,85.762,0.184,85.762,0.184,0.06,0.129,0.06,2.016,0.129,2.016,4.465,42784.0,4.465,42784.0,54.737,1.446,54.737,1.446,85.762,0.184,85.762,0.184,0.06
MAYS,2020Q2,2.016,-0.058,2.016,4.879,13294.0,4.879,13294.0,54.679,3.42,54.679,3.42,88.103,-0.235,88.103,-0.235,-0.02,-0.058,-0.02,2.016,-0.058,2.016,4.879,13294.0,4.879,13294.0,54.679,3.42,54.679,3.42,88.103,-0.235,88.103,-0.235,-0.02
MAYS,2020Q3,2.016,-0.585,2.016,5.201,37174.0,5.201,37174.0,54.094,5.439,54.094,5.439,101.213,-0.483,101.213,-0.483,-0.29,-0.585,-0.29,2.016,-0.585,2.016,5.201,37174.0,5.201,37174.0,54.094,5.439,54.094,5.439,101.213,-0.483,101.213,-0.483,-0.29
MAYS,2020Q4,2.016,-0.392,2.016,4.565,10773.0,4.565,10773.0,53.702,6.362,53.702,6.362,100.42,-0.705,100.42,-0.705,-0.2,-0.392,-0.2,2.016,-0.392,2.016,4.565,10773.0,4.565,10773.0,53.702,6.362,53.702,6.362,100.42,-0.705,100.42,-0.705,-0.2
MAYS,2021Q1,2.016,-0.415,2.016,4.751,20740.0,4.751,20740.0,53.287,0.529,53.287,0.529,99.002,-0.36,99.002,-0.36,-0.21,-0.415,-0.21,2.016,-0.415,2.016,4.751,20740.0,4.751,20740.0,53.287,0.529,53.287,0.529,99.002,-0.36,99.002,-0.36,-0.21
MAYS,2021Q2,2.016,-0.055,2.016,4.93,12313.0,4.93,12313.0,53.233,1.494,53.233,1.494,99.211,-0.329,99.211,-0.329,-0.02,-0.055,-0.02,2.016,-0.055,2.016,4.93,12313.0,4.93,12313.0,53.233,1.494,53.233,1.494,99.211,-0.329,99.211,-0.329,-0.02
ARL,2010Q4,11.467,-60.075,11.467,67.459,164487.0,67.459,164487.0,100.235,62.896,100.235,62.896,1557.275,-49.225,1557.275,-49.225,-5.35,-60.075,-5.35,11.467,-60.075,11.467,67.459,164487.0,67.459,164487.0,100.235,62.896,100.235,62.896,1557.275,-49.225,1557.275,-49.225,-5.35
ARL,2011Q1,11.525,-9.202,11.525,27.183,619135.0,27.183,619135.0,89.837,15.687,89.837,15.687,1495.633,-4.545,1495.633,-4.545,-0.86,-9.202,-0.86,11.525,-9.202,11.525,27.183,619135.0,27.183,619135.0,89.837,15.687,89.837,15.687,1495.633,-4.545,1495.633,-4.545,-0.86
ARL,2011Q2,11.525,14.433,11.525,23.005,1142326.0,23.005,1142326.0,102.679,33.367,102.679,33.367,1401.351,2.546,1401.351,2.546,0.8,14.433,0.8,11.525,14.433,11.525,23.005,1142326.0,23.005,1142326.0,102.679,33.367,102.679,33.367,1401.351,2.546,1401.351,2.546,0.8
ARL,2011Q3,11.525,0.353,11.525,22.872,233652.0,22.872,233652.0,97.284,45.649,97.284,45.649,1324.131,2.058,1324.131,2.058,-0.03,0.353,-0.03,11.525,0.353,11.525,22.872,233652.0,22.872,233652.0,97.284,45.649,97.284,45.649,1324.131,2.058,1324.131,2.058,-0.03
ARL,2011Q4,11.525,-5.294,11.525,57.06,429226.0,57.06,429226.0,95.257,54.503,95.257,54.503,1235.471,-29.454,1235.471,-29.454,-0.52,-5.294,-0.52,11.525,-5.294,11.525,57.06,429226.0,57.06,429226.0,95.257,54.503,95.257,54.503,1235.471,-29.454,1235.471,-29.454,-0.52
ARL,2012Q1,11.525,-6.3,11.525,18.38,330375.0,18.38,330375.0,86.122,3.719,86.122,3.719,1181.654,6.611,1181.654,6.611,-0.59,-6.3,-0.59,11.525,-6.3,11.525,18.38,330375.0,18.38,330375.0,86.122,3.719,86.122,3.719,1181.654,6.611,1181.654,6.611,-0.59
ARL,2012Q2,11.525,4.663,11.525,16.845,513943.0,16.845,513943.0,91.27,13.821,91.27,13.821,1160.245,10.244,1160.245,10.244,0.35,4.663,0.35,11.525,4.663,11.525,16.845,513943.0,16.845,513943.0,91.27,13.821,91.27,13.821,1160.245,10.244,1160.245,10.244,0.35
ARL,2012Q3,11.525,0.564,11.525,17.441,290188.0,17.441,290188.0,91.211,15.945,91.211,15.945,1133.59,7.577,1133.59,7.577,0.0,0.564,0.0,11.525,0.564,11.525,17.441,290188.0,17.441,290188.0,91.211,15.945,91.211,15.945,1133.59,7.577,1133.59,7.577,0.0
ARL,2012Q4,11.525,-4.512,11.525,10.561,189875.0,10.561,189875.0,85.104,16.984,85.104,16.984,1135.345,0.838,1135.345,0.838,-0.45,-4.512,-0.45,11.525,-4.512,11.525,10.561,189875.0,10.561,189875.0,85.104,16.984,85.104,16.984,1135.345,0.838,1135.345,0.838,-0.45
ARL,2013Q1,11.525,0.374,11.525,14.545,190985.0,14.545,190985.0,84.398,1.15,84.398,1.15,1090.419,5.482,1090.419,5.482,-0.02,0.374,-0.02,11.525,0.374,11.525,14.545,190985.0,14.545,190985.0,84.398,1.15,84.398,1.15,1090.419,5.482,1090.419,5.482,-0.02
ARL,2013Q2,11.525,8.354,11.525,14.165,781594.0,14.165,781594.0,94.19,3.81,94.19,3.81,1058.613,3.374,1058.613,3.374,0.67,8.354,0.67,11.525,8.354,11.525,14.165,781594.0,14.165,781594.0,94.19,3.81,94.19,3.81,1058.613,3.374,1058.613,3.374,0.67
ARL,2013Q3,11.525,-6.426,11.525,16.018,758093.0,16.018,758093.0,86.165,7.103,86.165,7.103,1065.376,3.237,1065.376,3.237,-0.62,-6.426,-0.62,11.525,-6.426,11.525,16.018,758093.0,16.018,758093.0,86.165,7.103,86.165,7.103,1065.376,3.237,1065.376,3.237,-0.62
ARL,2013Q4,11.525,38.974,11.525,35.744,286746.0,35.744,286746.0,134.861,9.316,134.861,9.316,943.322,-8.324,943.322,-8.324,3.33,38.974,3.33,11.525,38.974,11.525,35.744,286746.0,35.744,286746.0,134.861,9.316,134.861,9.316,943.322,-8.324,943.322,-8.324,3.33
ARL,2014Q1,11.525,3.55,11.525,14.644,504086.0,14.644,504086.0,138.536,4.907,138.536,4.907,940.156,4.319,940.156,4.319,0.25,3.55,0.25,11.525,3.55,11.525,14.644,504086.0,14.644,504086.0,138.536,4.907,138.536,4.907,940.156,4.319,940.156,4.319,0.25
ARL,2014Q2,11.525,1.518,11.525,15.592,606503.0,15.592,606503.0,139.893,7.363,139.893,7.363,922.225,5.627,922.225,5.627,0.08,1.518,0.08,11.525,1.518,11.525,15.592,606503.0,15.592,606503.0,139.893,7.363,139.893,7.363,922.225,5.627,922.225,5.627,0.08
ARL,2014Q3,14.028,-1.319,14.028,14.395,319474.0,14.395,319474.0,144.8,29.264,144.8,29.264,935.986,5.574,935.986,5.574,-0.13,-1.319,-0.13,14.028,-1.319,14.028,14.395,319474.0,14.395,319474.0,144.8,29.264,144.8,29.264,935.986,5.574,935.986,5.574,-0.13
ARL,2014Q4,14.028,27.136,14.028,20.387,228990.0,20.387,228990.0,179.588,95.665,179.588,95.665,965.498,1.335,965.498,1.335,1.91,27.136,1.91,14.028,27.136,14.028,20.387,228990.0,20.387,228990.0,179.588,95.665,179.588,95.665,965.498,1.335,965.498,1.335,1.91
ARL,2015Q1,14.028,3.34,14.028,16.451,118497.0,16.451,118497.0,181.705,5.226,181.705,5.226,945.688,7.238,945.688,7.238,0.17,3.34,0.17,14.028,3.34,14.028,16.451,118497.0,16.451,118497.0,181.705,5.226,181.705,5.226,945.688,7.238,945.688,7.238,0.17
ARL,2015Q2,15.514,1.167,15.514,15.252,217975.0,15.252,217975.0,185.4,116.916,185.4,116.916,1076.618,8.387,1076.618,8.387,0.05,1.167,0.05,15.514,1.167,15.514,15.252,217975.0,15.252,217975.0,185.4,116.916,185.4,116.916,1076.618,8.387,1076.618,8.387,0.05
ARL,2015Q3,15.514,-5.162,15.514,19.171,375440.0,19.171,375440.0,178.664,147.205,178.664,147.205,1087.111,6.036,1087.111,6.036,-0.35,-5.162,-0.35,15.514,-5.162,15.514,19.171,375440.0,19.171,375440.0,178.664,147.205,178.664,147.205,1087.111,6.036,1087.111,6.036,-0.35
ARL,2015Q4,15.514,-1.305,15.514,25.588,134597.0,25.588,134597.0,176.889,239.143,176.889,239.143,1117.368,1.321,1117.368,1.321,-0.11,-1.305,-0.11,15.514,-1.305,15.514,25.588,134597.0,25.588,134597.0,176.889,239.143,176.889,239.143,1117.368,1.321,1117.368,1.321,-0.11
ARL,2016Q1,15.514,-3.205,15.514,20.051,193656.0,20.051,193656.0,172.657,10.769,172.657,10.769,1107.267,8.615,1107.267,8.615,-0.24,-3.205,-0.24,15.514,-3.205,15.514,20.051,193656.0,20.051,193656.0,172.657,10.769,172.657,10.769,1107.267,8.615,1107.267,8.615,-0.24
ARL,2016Q2,15.514,2.489,15.514,20.344,550247.0,20.344,550247.0,175.957,65.961,175.957,65.961,1131.675,9.41,1131.675,9.41,0.16,2.489,0.16,15.514,2.489,15.514,20.344,550247.0,20.344,550247.0,175.957,65.961,175.957,65.961,1131.675,9.41,1131.675,9.41,0.16
ARL,2016Q3,15.514,-3.754,15.514,20.247,770553.0,20.247,770553.0,170.734,80.539,170.734,80.539,1139.396,9.507,1139.396,9.507,-0.26,-3.754,-0.26,15.514,-3.754,15.514,20.247,770553.0,20.247,770553.0,170.734,80.539,170.734,80.539,1139.396,9.507,1139.396,9.507,-0.26
ARL,2016Q4,15.514,1.738,15.514,20.602,176430.0,20.602,176430.0,176.131,112.206,176.131,112.206,1174.909,7.555,1174.909,7.555,0.09,1.738,0.09,15.514,1.738,15.514,20.602,176430.0,20.602,176430.0,176.131,112.206,176.131,112.206,1174.909,7.555,1174.909,7.555,0.09
ARL,2017Q1,15.514,-5.711,15.514,21.014,246541.0,21.014,246541.0,169.882,17.086,169.882,17.086,1213.725,9.271,1213.725,9.271,-0.39,-5.711,-0.39,15.514,-5.711,15.514,21.014,246541.0,21.014,246541.0,169.882,17.086,169.882,17.086,1213.725,9.271,1213.725,9.271,-0.39
ARL,2017Q2,15.514,-10.895,15.514,20.356,126951.0,20.356,126951.0,158.144,40.628,158.144,40.628,1232.736,9.881,1232.736,9.881,-0.72,-10.895,-0.72,15.514,-10.895,15.514,20.356,126951.0,20.356,126951.0,158.144,40.628,158.144,40.628,1232.736,9.881,1232.736,9.881,-0.72
ARL,2017Q3,15.514,9.362,15.514,20.024,125213.0,20.024,125213.0,167.756,58.336,167.756,58.336,1232.564,9.64,1232.564,9.64,0.59,9.362,0.59,15.514,9.362,15.514,20.024,125213.0,20.024,125213.0,167.756,58.336,167.756,58.336,1232.564,9.64,1232.564,9.64,0.59
ARL,2017Q4,15.514,-1.187,15.514,21.72,125992.0,21.72,125992.0,165.883,115.177,165.883,115.177,1296.72,7.577,1296.72,7.577,-0.09,-1.187,-0.09,15.514,-1.187,15.514,21.72,125992.0,21.72,125992.0,165.883,115.177,165.883,115.177,1296.72,7.577,1296.72,7.577,-0.09
ARL,2018Q1,15.997,-0.66,15.997,19.774,204589.0,19.774,204589.0,167.097,20.75,167.097,20.75,1312.323,10.027,1312.323,10.027,-0.06,-0.66,-0.06,15.997,-0.66,15.997,19.774,204589.0,19.774,204589.0,167.097,20.75,167.097,20.75,1312.323,10.027,1312.323,10.027,-0.06
ARL,2018Q2,15.997,5.854,15.997,21.486,640931.0,21.486,640931.0,173.167,50.177,173.167,50.177,1349.104,8.499,1349.104,8.499,0.35,5.854,0.35,15.997,5.854,15.997,21.486,640931.0,21.486,640931.0,173.167,50.177,173.167,50.177,1349.104,8.499,1349.104,8.499,0.35
ARL,2018Q3,15.997,20.351,15.997,21.326,183814.0,21.326,183814.0,193.339,70.255,193.339,70.255,1402.438,10.92,1402.438,10.92,1.21,20.351,1.21,15.997,20.351,15.997,21.326,183814.0,21.326,183814.0,193.339,70.255,193.339,70.255,1402.438,10.92,1402.438,10.92,1.21
ARL,2018Q4,15.997,148.154,15.997,21.815,133767.0,21.815,133767.0,321.127,95.613,321.127,95.613,826.149,6.084,826.149,6.084,9.26,148.154,9.26,15.997,148.154,15.997,21.815,133767.0,21.815,133767.0,321.127,95.613,321.127,95.613,826.149,6.084,826.149,6.084,9.26
ARL,2019Q1,15.997,-6.147,15.997,10.555,110545.0,10.555,110545.0,314.578,14.016,314.578,14.016,814.813,4.418,814.813,4.418,-0.38,-6.147,-0.38,15.997,-6.147,15.997,10.555,110545.0,10.555,110545.0,314.578,14.016,314.578,14.016,814.813,4.418,814.813,4.418,-0.38
ARL,2019Q2,15.997,-2.778,15.997,12.778,153091.0,12.778,153091.0,310.666,23.02,310.666,23.02,817.553,1.304,817.553,1.304,-0.17,-2.778,-0.17,15.997,-2.778,15.997,12.778,153091.0,12.778,153091.0,310.666,23.02,310.666,23.02,817.553,1.304,817.553,1.304,-0.17
ARL,2019Q3,15.997,-7.571,15.997,10.393,352961.0,10.393,352961.0,298.461,33.437,298.461,33.437,832.362,4.454,832.362,4.454,-0.47,-7.571,-0.47,15.997,-7.571,15.997,10.393,352961.0,10.393,352961.0,298.461,33.437,298.461,33.437,832.362,4.454,832.362,4.454,-0.47
ARL,2019Q4,15.997,0.538,15.997,12.273,297168.0,12.273,297168.0,296.516,37.152,296.516,37.152,830.641,2.632,830.641,2.632,0.03,0.538,0.03,15.997,0.538,15.997,12.273,297168.0,12.273,297168.0,296.516,37.152,296.516,37.152,830.641,2.632,830.641,2.632,0.03
ARL,2020Q1,15.997,2.946,15.997,12.974,161893.0,12.974,161893.0,300.904,9.742,300.904,9.742,815.071,0.828,815.071,0.828,0.18,2.946,0.18,15.997,2.946,15.997,12.974,161893.0,12.974,161893.0,300.904,9.742,300.904,9.742,815.071,0.828,815.071,0.828,0.18
ARL,2020Q2,15.997,-2.306,15.997,9.832,525458.0,9.832,525458.0,297.58,10.644,297.58,10.644,828.289,3.599,828.289,3.599,-0.14,-2.306,-0.14,15.997,-2.306,15.997,9.832,525458.0,9.832,525458.0,297.58,10.644,297.58,10.644,828.289,3.599,828.289,3.599,-0.14
ARL,2020Q3,15.997,7.987,15.997,10.714,199974.0,10.714,199974.0,307.218,15.152,307.218,15.152,807.587,2.634,807.587,2.634,0.5,7.987,0.5,15.997,7.987,15.997,10.714,199974.0,10.714,199974.0,307.218,15.152,307.218,15.152,807.587,2.634,807.587,2.634,0.5
ARL,2020Q4,16.152,0.403,16.152,10.863,178756.0,10.863,178756.0,330.406,17.505,330.406,17.505,865.764,8.808,865.764,8.808,0.03,0.403,0.03,16.152,0.403,16.152,10.863,178756.0,10.863,178756.0,330.406,17.505,330.406,17.505,865.764,8.808,865.764,8.808,0.03
ARL,2021Q1,16.152,18.068,16.152,11.503,269934.0,11.503,269934.0,353.621,4.978,353.621,4.978,823.137,1.175,823.137,1.175,1.12,18.068,1.12,16.152,18.068,16.152,11.503,269934.0,11.503,269934.0,353.621,4.978,353.621,4.978,823.137,1.175,823.137,1.175,1.12
ARL,2021Q2,16.152,-27.328,16.152,16.663,535257.0,16.663,535257.0,319.96,6.99,319.96,6.99,808.252,-4.064,808.252,-4.064,-1.69,-27.328,-1.69,16.152,-27.328,16.152,16.663,535257.0,16.663,535257.0,319.96,6.99,319.96,6.99,808.252,-4.064,808.252,-4.064,-1.69
ARL,2021Q3,16.152,19.411,16.152,12.727,11455853.0,12.727,11455853.0,345.023,8.77,345.023,8.77,772.663,0.094,772.663,0.094,1.2,19.411,1.2,16.152,19.411,16.152,12.727,11455853.0,12.727,11455853.0,345.023,8.77,345.023,8.77,772.663,0.094,772.663,0.094,1.2
ARL,2021Q4,16.152,-6.804,16.152,9.894,274740.0,9.894,274740.0,336.851,8.07,336.851,8.07,770.569,1.367,770.569,1.367,-0.42,-6.804,-0.42,16.152,-6.804,16.152,9.894,274740.0,9.894,274740.0,336.851,8.07,336.851,8.07,770.569,1.367,770.569,1.367,-0.42
ARL,2022Q1,16.152,11.314,16.152,9.933,155374.0,9.933,155374.0,351.418,6.388,351.418,6.388,729.438,0.476,729.438,0.476,0.7,11.314,0.7,16.152,11.314,16.152,9.933,155374.0,9.933,155374.0,351.418,6.388,351.418,6.388,729.438,0.476,729.438,0.476,0.7
ARL,2022Q2,16.152,16.312,16.152,8.864,1141861.0,8.864,1141861.0,371.448,8.215,371.448,8.215,736.059,3.722,736.059,3.722,1.01,16.312,1.01,16.152,16.312,16.152,8.864,1141861.0,8.864,1141861.0,371.448,8.215,371.448,8.215,736.059,3.722,736.059,3.722,1.01
ARL,2022Q3,16.152,302.289,16.152,9.314,293340.0,9.314,293340.0,755.752,11.834,755.752,11.834,1150.15,3.098,1150.15,3.098,18.72,302.289,18.72,16.152,302.289,16.152,9.314,293340.0,9.314,293340.0,755.752,11.834,755.752,11.834,1150.15,3.098,1150.15,3.098,18.72
ARL,2022Q4,16.152,43.434,16.152,9.014,367573.0,9.014,367573.0,812.168,18.686,812.168,18.686,1197.479,6.532,1197.479,6.532,2.69,43.434,2.69,16.152,43.434,16.152,9.014,367573.0,9.014,367573.0,812.168,18.686,812.168,18.686,1197.479,6.532,1197.479,6.532,2.69
ARL,2023Q1,16.152,2.978,16.152,11.672,540871.0,11.672,540871.0,816.387,5.653,816.387,5.653,1113.42,4.53,1113.42,4.53,0.18,2.978,0.18,16.152,2.978,16.152,11.672,540871.0,11.672,540871.0,816.387,5.653,816.387,5.653,1113.42,4.53,1113.42,4.53,0.18
ARL,2023Q2,16.152,0.125,16.152,12.898,485376.0,12.898,485376.0,816.69,6.244,816.69,6.244,1060.742,3.189,1060.742,3.189,0.01,0.125,0.01,16.152,0.125,16.152,12.898,485376.0,12.898,485376.0,816.69,6.244,816.69,6.244,1060.742,3.189,1060.742,3.189,0.01
ARL,2023Q3,16.152,2.988,16.152,11.317,360968.0,11.317,360968.0,820.715,9.876,820.715,9.876,1062.278,6.216,1062.278,6.216,0.18,2.988,0.18,16.152,2.988,16.152,11.317,360968.0,11.317,360968.0,820.715,9.876,820.715,9.876,1062.278,6.216,1062.278,6.216,0.18
ARL,2023Q4,16.152,-2.123,16.152,12.207,302235.0,12.207,302235.0,816.511,18.462,816.511,18.462,1023.484,-1.805,1023.484,-1.805,-0.13,-2.123,-0.13,16.152,-2.123,16.152,12.207,302235.0,12.207,302235.0,816.511,18.462,816.511,18.462,1023.484,-1.805,1023.484,-1.805,-0.13
ARL,2024Q1,16.152,1.751,16.152,10.244,238266.0,10.244,238266.0,818.226,5.726,818.226,5.726,1022.179,3.596,1022.179,3.596,0.11,1.751,0.11,16.152,1.751,16.152,10.244,238266.0,10.244,238266.0,818.226,5.726,818.226,5.726,1022.179,3.596,1022.179,3.596,0.11
ARL,2024Q2,16.152,1.167,16.152,9.913,325446.0,9.913,325446.0,819.717,15.022,819.717,15.022,1026.376,2.932,1026.376,2.932,0.07,1.167,0.07,16.152,1.167,16.152,9.913,325446.0,9.913,325446.0,819.717,15.022,819.717,15.022,1026.376,2.932,1026.376,2.932,0.07
ARL,2024Q3,16.152,-17.46,16.152,10.55,676917.0,10.55,676917.0,802.486,30.956,802.486,30.956,1042.718,2.91,1042.718,2.91,-1.08,-17.46,-1.08,16.152,-17.46,16.152,10.55,676917.0,10.55,676917.0,802.486,30.956,802.486,30.956,1042.718,2.91,1042.718,2.91,-1.08
ASPS,2010Q1,25.205,6.307,25.205,48.712,15759491.0,48.712,15759491.0,119.578,3.613,119.578,3.613,165.098,9.551,165.098,9.551,0.25,6.307,0.25,25.205,6.307,25.205,48.712,15759491.0,48.712,15759491.0,119.578,3.613,119.578,3.613,165.098,9.551,165.098,9.551,0.25
ASPS,2010Q2,25.231,16.346,25.231,53.712,11186943.0,53.712,11186943.0,136.625,5.234,136.625,5.234,174.473,14.496,174.473,14.496,0.62,16.346,0.62,25.231,16.346,25.231,53.712,11186943.0,53.712,11186943.0,136.625,5.234,136.625,5.234,174.473,14.496,174.473,14.496,0.62
MMI,2018Q4,38.814,26.225,38.814,195.911,18539961.0,195.911,18539961.0,409.574,8.072,409.574,8.072,566.38,32.604,566.38,32.604,0.66,26.225,0.66,38.814,26.225,38.814,195.911,18539961.0,195.911,18539961.0,409.574,8.072,409.574,8.072,566.38,32.604,566.38,32.604,0.66
MMI,2019Q1,39.042,15.638,39.042,140.512,12475674.0,140.512,12475674.0,426.092,1.644,426.092,1.644,603.516,18.363,603.516,18.363,0.4,15.638,0.4,39.042,15.638,39.042,140.512,12475674.0,140.512,12475674.0,426.092,1.644,426.092,1.644,603.516,18.363,603.516,18.363,0.4
MMI,2019Q2,39.091,21.279,39.091,180.653,14157312.0,180.653,14157312.0,450.513,4.126,450.513,4.126,639.674,27.008,639.674,27.008,0.54,21.279,0.54,39.091,21.279,39.091,180.653,14157312.0,180.653,14157312.0,450.513,4.126,450.513,4.126,639.674,27.008,639.674,27.008,0.54
MMI,2019Q3,39.132,19.292,39.132,172.034,12021130.0,172.034,12021130.0,472.1,6.643,472.1,6.643,664.593,24.276,664.593,24.276,0.49,19.292,0.49,39.132,19.292,39.132,172.034,12021130.0,172.034,12021130.0,472.1,6.643,472.1,6.643,664.593,24.276,664.593,24.276,0.49
MMI,2019Q4,39.153,20.721,39.153,208.248,9601128.0,208.248,9601128.0,494.907,8.812,494.907,8.812,709.034,27.317,709.034,27.317,0.52,20.721,0.52,39.153,20.721,39.153,208.248,9601128.0,208.248,9601128.0,494.907,8.812,494.907,8.812,709.034,27.317,709.034,27.317,0.52
MMI,2020Q1,39.272,13.07,39.272,168.188,8241973.0,168.188,8241973.0,509.292,2.397,509.292,2.397,670.329,20.065,670.329,20.065,0.33,13.07,0.33,39.272,13.07,39.272,168.188,8241973.0,168.188,8241973.0,509.292,2.397,509.292,2.397,670.329,20.065,670.329,20.065,0.33
MMI,2020Q2,39.328,0.106,39.328,116.57,10016156.0,116.57,10016156.0,512.913,4.19,512.913,4.19,670.815,-1.922,670.815,-1.922,0.0,0.106,0.0,39.328,0.106,39.328,116.57,10016156.0,116.57,10016156.0,512.913,4.19,512.913,4.19,670.815,-1.922,670.815,-1.922,0.0
MMI,2020Q3,39.376,6.04,39.376,148.916,8397077.0,148.916,8397077.0,521.034,5.412,521.034,5.412,696.125,7.053,696.125,7.053,0.15,6.04,0.15,39.376,6.04,39.376,148.916,8397077.0,148.916,8397077.0,521.034,5.412,521.034,5.412,696.125,7.053,696.125,7.053,0.15
MMI,2020Q4,39.402,23.622,39.402,217.318,7997189.0,217.318,7997189.0,546.836,6.945,546.836,6.945,779.122,29.819,779.122,29.819,0.59,23.622,0.59,39.402,23.622,39.402,217.318,7997189.0,217.318,7997189.0,546.836,6.945,546.836,6.945,779.122,29.819,779.122,29.819,0.59
MMI,2021Q1,39.501,15.012,39.501,160.951,11201421.0,160.951,11201421.0,561.669,1.099,561.669,1.099,751.082,20.029,751.082,20.029,0.37,15.012,0.37,39.501,15.012,39.501,160.951,11201421.0,160.951,11201421.0,561.669,1.099,561.669,1.099,751.082,20.029,751.082,20.029,0.37
MMI,2021Q2,39.578,31.532,39.578,241.556,9104013.0,241.556,9104013.0,596.853,2.77,596.853,2.77,817.77,40.431,817.77,40.431,0.78,31.532,0.78,39.578,31.532,39.578,241.556,9104013.0,241.556,9104013.0,596.853,2.77,596.853,2.77,817.77,40.431,817.77,40.431,0.78
MMI,2021Q3,39.667,33.924,39.667,279.276,5764806.0,279.276,5764806.0,632.269,4.238,632.269,4.238,875.08,50.257,875.08,50.257,0.84,33.924,0.84,39.667,33.924,39.667,279.276,5764806.0,279.276,5764806.0,632.269,4.238,632.269,4.238,875.08,50.257,875.08,50.257,0.84
MMI,2021Q4,39.692,62.002,39.692,418.239,6581197.0,418.239,6581197.0,696.304,6.857,696.304,6.857,1045.198,73.98,1045.198,73.98,1.53,62.002,1.53,39.692,62.002,39.692,418.239,6581197.0,418.239,6581197.0,696.304,6.857,696.304,6.857,1045.198,73.98,1045.198,73.98,1.53
MMI,2022Q1,39.795,32.783,39.795,271.252,7396721.0,271.252,7396721.0,675.389,1.883,675.389,1.883,980.163,44.301,980.163,44.301,0.81,32.783,0.81,39.795,32.783,39.795,271.252,7396721.0,271.252,7396721.0,675.389,1.883,675.389,1.883,980.163,44.301,980.163,44.301,0.81
MMI,2022Q2,39.964,42.168,39.964,336.127,14736794.0,336.127,14736794.0,717.17,5.022,717.17,5.022,966.762,56.498,966.762,56.498,1.04,42.168,1.04,39.964,42.168,39.964,336.127,14736794.0,336.127,14736794.0,717.17,5.022,717.17,5.022,966.762,56.498,966.762,56.498,1.04
MMI,2022Q3,39.797,21.362,39.797,290.119,8795904.0,290.119,8795904.0,723.961,8.564,723.961,8.564,999.888,30.797,999.888,30.797,0.53,21.362,0.53,39.797,21.362,39.797,290.119,8795904.0,290.119,8795904.0,723.961,8.564,723.961,8.564,999.888,30.797,999.888,30.797,0.53
MMI,2022Q4,39.256,7.912,39.256,253.266,10034151.0,253.266,10034151.0,713.509,11.666,713.509,11.666,1003.708,5.944,1003.708,5.944,0.2,7.912,0.2,39.256,7.912,39.256,253.266,10034151.0,253.266,10034151.0,713.509,11.666,713.509,11.666,1003.708,5.944,1003.708,5.944,0.2
MMI,2023Q1,38.876,-5.833,38.876,167.42,9957018.0,167.42,9957018.0,682.158,2.863,682.158,2.863,910.492,-15.835,910.492,-15.835,-0.15,-5.833,-0.15,38.876,-5.833,38.876,167.42,9957018.0,167.42,9957018.0,682.158,2.863,682.158,2.863,910.492,-15.835,910.492,-15.835,-0.15
